seguradora_id,data_proposta,data_finalizada,modelo,fabricante,fabricacao,ano_modelo,case
2,2023-07-21,2023-07-24,YS 250 FAZER,YAMAHA,2016,2017,Aprovado
2,2023-07-21,2023-07-24,YBR 150 FACTOR ED,YAMAHA,2019,2020,Aprovado
2,2023-07-21,2023-07-25,C4 CACTUS FEEL 1.6 16V Flex Aut.,Citroën,2018,2019,Aprovado
2,2023-07-21,2023-07-22,CG 125 TITAN,Honda,1996,1996,Aprovado
2,2023-07-21,2023-07-24,MASTER RIDE 150,HAOJUE,2023,2024,Aprovado
65,2023-07-21,2023-07-27,ETIOS PLATINUM SED. 1.5 FLEX 1,TOYOTA,2017,2018,Aprovado
65,2023-07-21,2023-07-25,DISCOVERY SPORT HSE 2.2 4X4 DI,LAND ROVER,2015,2016,Aprovado
2,2023-07-21,2023-07-24,CG 150 TITAN-EX MIX Flex,Honda,2015,2015,Aprovado
65,2023-07-21,2023-07-24,ETIOS PLATINUM 1.5 FLEX 16V 4P,TOYOTA,2017,2018,Aprovado
65,2023-07-21,2023-07-21,HILUX CD SRX 4X4 2.8 TDI 16V D,TOYOTA,2019,2020,Aprovado
65,2023-07-21,2023-07-24,ARGO HGT 1.8 16V FLEX AUT.,FIAT,2017,2018,Aprovado
65,2023-07-21,2023-07-28,VIRTUS COMFORT. 200 TSI 1.0 FL,VOLKSWAGEN,2019,2019,Aprovado
65,2023-07-21,2023-07-24,HB20 PREMIUM 1.6 FLEX,HYUNDAI,2013,2013,Aprovado
65,2023-07-21,2023-07-28,PALIO CELEBRATION 1.0 FIRE FLE,FIAT,2014,2015,Reprovado
2,2023-07-21,2023-07-21,CG 150 TITAN-ES MIX,Honda,2010,2010,Aprovado
2,2023-07-21,2023-07-25,KICKS S 1.6 16V Flex 5p Aut.,Nissan,2017,2018,Aprovado
2,2023-07-21,2023-07-28,FUSCA 1500,VW - VolksWagen,1975,1975,Aprovado
2,2023-07-21,2023-07-21,Z 750,KAWASAKI,2012,2012,Aprovado
2,2023-07-21,2023-07-24,AZERA GLS 3.3 V6 24V 4p Aut.,Hyundai,2010,2010,Aprovado
67,2023-07-21,2023-07-21,"","","","",Aprovado
96,2023-07-21,2023-07-25,Oroch Outsider 1.3 Turbo CVT - 2022/2023,Renault,2022,2023,Reprovado
2,2023-07-21,2023-07-27,FUSCA 1300,VW - VolksWagen,1976,1976,Aprovado
2,2023-07-21,2023-07-24,CB TWISTER 250cc,Honda,2021,2021,Aprovado
2,2023-07-21,2023-07-24,CG 160 TITAN FLEXone,Honda,2017,2017,Aprovado
2,2023-07-21,2023-07-24,Strada Working 1.4 mpi Fire Flex 8V CD,Fiat,2014,2015,Aprovado
2,2023-07-21,2023-07-24,XTZ 150 CROSSER Z FLEX,YAMAHA,2022,2023,Aprovado
2,2023-07-21,2023-07-23,BOULEVARD M800,Suzuki,2013,2014,Aprovado
2,2023-07-21,2023-07-24,Hilux CD SRV D4-D 4x4 3.0 TDI Diesel Aut,Toyota,2008,2008,Aprovado
59,2023-07-21,2023-07-24,EG 160 FAN,HONDA,2021,2022,Aprovado
2,2023-07-21,2023-07-24,UNO VIVACE 1.0 EVO Fire Flex 8V 5p,Fiat,2013,2014,Aprovado
65,2023-07-21,2023-07-24,IX 35 2.0 16V 2WD FLEX,HYUNDAI,2014,2015,Aprovado
2,2023-07-21,2023-07-24,Meteor Supernova 350cc ABS,Royal Enfield,2022,2023,Aprovado
2,2023-07-21,2023-07-24,CG 160 Start,Honda,2023,2023,Aprovado
2,2023-07-21,2023-07-24,Fox 1.0 Mi Total Flex 8V 5p,VW - VolksWagen,2010,2011,Aprovado
2,2023-07-21,2023-07-24,Hilux CD SRV 4x4 2.8 TDI Diesel Aut.,Toyota,2020,2020,Aprovado
2,2023-07-21,2023-07-24,TIGER 800 XCx,TRIUMPH,2015,2015,Aprovado
2,2023-07-21,2023-07-24,CG 160 Start,Honda,2021,2022,Aprovado
2,2023-07-21,2023-07-24,HB20 Copa do Mundo 1.0 FLEX 12V Mec.,Hyundai,2014,2015,Aprovado
2,2023-07-21,2023-07-28,KA CLX 1.3i 3p,Ford,1997,1998,Aprovado
96,2023-07-21,2023-07-21,Oroch Outsider 1.3 Turbo CVT - 2022/2023,Renault,2022,2023,Reprovado
2,2023-07-21,2023-07-22,CG 150 TITAN-JOB,Honda,2008,2008,Aprovado
2,2023-07-21,2023-07-24,Gol (novo) 1.6 Highi T.Flex,VW - VolksWagen,2015,2015,Aprovado
2,2023-07-21,2023-07-24,KICKS Exclusive 1.6 16V Flex Aut.,Nissan,2022,2022,Aprovado
2,2023-07-21,2023-07-24,HB20S C.Style 1.6 16V Mec,Hyundai,2016,2016,Aprovado
65,2023-07-21,2023-07-24,COROLLA XEI 2.0 FLEX,TOYOTA,2020,2021,Aprovado
65,2023-07-21,2023-07-24,HILUX 2.8 CD 4X4 D,TOYOTA,2019,2019,Aprovado
65,2023-07-21,2023-07-25,ONIX HATCH LT 1.4 8V FLEXPOWER,GM - CHEVROLET,2017,2018,Aprovado
2,2023-07-21,2023-07-24,Hilux CD SR 4x2 2.7 16V aut,Toyota,2014,2015,Aprovado
65,2023-07-21,2023-07-28,PRISMA LTZ 1.4 SPE/4 FLEX,GM - CHEVROLET,2018,2019,Aprovado
65,2023-07-21,2023-07-28,HILUX CD SRX 4X4 2.8 TDI 16V D,TOYOTA,2017,2017,Aprovado
65,2023-07-21,2023-07-26,C3 GLX 1.4,CITROEN,2006,2007,Aprovado
65,2023-07-21,2023-07-27,C4 CACTUS FEEL 1.6 16V FLEX AU,CITROEN,2021,2022,Aprovado
65,2023-07-21,2023-07-25,POLO1.0 FLEX 12V,VOLKSWAGEN,2018,2019,Aprovado
65,2023-07-21,2023-07-25,HB20 SEDAN 1.0 COMFORT PLUS,HYUNDAI,2018,2018,Aprovado
2,2023-07-21,2023-07-24,NXR 160 Bros ESDD FLEXone,Honda,2018,2018,Aprovado
65,2023-07-21,2023-07-24,HB20 SENSE 1.0 FLEX 12V MEC.,HYUNDAI,2020,2021,Aprovado
65,2023-07-21,2023-07-26,ACTROS 2651 S 6X4 2P (DIESEL)(,MERCEDES BENZ,2020,2020,Aprovado
65,2023-07-21,2023-07-25,TORO FREEDOM 1.8 16V FLEX AUT,FIAT,2016,2017,Reprovado
2,2023-07-21,2023-07-24,NXR 125 Bros ES,Honda,2014,2015,Aprovado
53,2023-07-21,2023-07-21,"","","","",Aprovado
2,2023-07-21,2023-07-24,DK 150,HAOJUE,2023,2024,Aprovado
2,2023-07-21,2023-07-24,XRE 190,Honda,2023,2023,Aprovado
2,2023-07-21,2023-07-25,BIZ 125 Flexone,Honda,2022,2023,Aprovado
2,2023-07-21,2023-07-24,AMAROK CS 2.0 16V TDI 4x4,VW - VolksWagen,2016,2017,Aprovado
2,2023-07-21,2023-07-24,CB 500F,Honda,2019,2019,Aprovado
2,2023-07-21,2023-07-29,Courier 1.6 L Flex,Ford,2006,2007,Aprovado
2,2023-07-21,2023-07-24,TIIDA S 1.8 Flex  mec,Nissan,2008,2008,Aprovado
2,2023-07-21,2023-07-26,ix35 GL 2.0 16V 2WD Flex Aut.,Hyundai,2021,2022,Aprovado
96,2023-07-21,2023-07-24,Oroch Outsider 1.3 Turbo CVT - 2022/2023,Renault,2022,2023,Reprovado
2,2023-07-21,2023-07-26,POP 110i,Honda,2023,2023,Aprovado
2,2023-07-21,2023-07-21,XLX 250 R,Honda,1984,1984,Aprovado
2,2023-07-21,2023-07-26,9-150 E DELIVERY 2p (diesel),VW - VolksWagen,2011,2011,Aprovado
2,2023-07-21,2023-07-24,YS 150 Fazer SED,YAMAHA,2018,2019,Aprovado
2,2023-07-21,2023-07-24,Ranger XLT 2.3 16V 150cv CD Repower.,Ford,2011,2012,Aprovado
2,2023-07-21,2023-07-22,CG 150 TITAN-ESD MIX,Honda,2011,2012,Aprovado
2,2023-07-21,2023-07-25,HR 2.5 TCI Diesel (RS,Hyundai,2016,2017,Aprovado
96,2023-07-21,2023-07-24,Oroch Outsider 1.3 Turbo CVT - 2022/2023,Renault,2022,2023,Aprovado
2,2023-07-21,2023-07-24,CB TWISTER 250cc,Honda,2022,2022,Aprovado
61,2023-07-21,2023-07-24,"","","","",Aprovado
2,2023-07-21,2023-07-25,EcoSport FREESTYLE 1.6 16V Flex 5p,Ford,2013,2013,Aprovado
2,2023-07-21,2023-07-24,PCX 150 DLX,Honda,2022,2022,Aprovado
2,2023-07-21,2023-07-25,Tucson 2.0 16V Aut.,Hyundai,2010,2011,Aprovado
96,2023-07-21,2023-07-24,Oroch Outsider 1.3 Turbo CVT - 2022/2023,Renault,2022,2023,Aprovado
2,2023-07-21,2023-07-24,XV 250 VIRAGO,YAMAHA,2000,2000,Aprovado
2,2023-07-21,2023-07-24,CB 500X,Honda,2021,2021,Aprovado
2,2023-07-21,2023-07-25,Strada Working HARD 1.4 Fire Flex 8V CS,Fiat,2018,2019,Aprovado
2,2023-07-21,2023-07-21,XTZ 150 CROSSER Z FLEX,YAMAHA,2018,2018,Aprovado
2,2023-07-21,2023-07-24,CG 160 FAN Flex,Honda,2023,2023,Aprovado
96,2023-07-21,2023-07-24,Oroch Outsider 1.3 Turbo CVT - 2022/2023,Renault,2022,2023,Aprovado
2,2023-07-21,2023-07-24,Z 750,KAWASAKI,2009,2010,Aprovado
2,2023-07-21,2023-07-24,KA 1.0 8V,Ford,2010,2011,Aprovado
2,2023-07-21,2023-07-24,Z 900,KAWASAKI,2021,2021,Aprovado
2,2023-07-21,2023-07-24,S3 Sportback 2.0 TFSI Quattro S Tronic,Audi,2015,2015,Aprovado
2,2023-07-21,2023-07-24,Saveiro 1.6 Mi Total Flex,VW - VolksWagen,2012,2013,Aprovado
2,2023-07-21,2023-07-24,Fiesta 1.6 8V Flex 5p,Ford,2009,2010,Aprovado
2,2023-07-21,2023-07-24,VM 270 4x2 2p (diesel) (E5),Volvo,2017,2018,Aprovado
2,2023-07-21,2023-07-24,VERSA SL 1.6 16V Flex Fuel Mec 4p,Nissan,2012,2013,Aprovado
2,2023-07-21,2023-07-21,XTZ 250 TENERE,YAMAHA,2015,2016,Aprovado
2,2023-07-21,2023-07-24,NXR 150 Bros ES MIX Flex,Honda,2011,2012,Aprovado
65,2023-07-21,2023-07-27,RENEGADE LONGITUDE 1.8 4X2 FLE,JEEP,2020,2021,Aprovado
65,2023-07-21,2023-07-24,RENEGADE1.8 4X2 FLEX 16V AUT(P,JEEP,2019,2019,Aprovado
65,2023-07-21,2023-07-26,MARCH SV 1.6 16V FLEXSTART  ME,NISSAN,2018,2019,Aprovado
65,2023-07-21,2023-07-25,COOPER S 2.0 TURBO 16V 4P AUT.,MINI,2017,2018,Aprovado
65,2023-07-21,2023-07-27,AMAROK HIGHLINE CD D 2.0 16V T,VOLKSWAGEN,2011,2012,Aprovado
65,2023-07-21,2023-07-24,COROLLA XEI 2.0 FLEX,TOYOTA,2016,2017,Aprovado
65,2023-07-21,2023-07-24,SPORTAGE LX 2.0 16V/ 2.0 16V F,KIA MOTORS,2015,2016,Aprovado
65,2023-07-21,2023-07-24,VITARA 4ALL 1.6 16V AUT.,SUZUKI,2017,2018,Aprovado
65,2023-07-21,2023-07-24,HILUX SW4 SRX DIAMO. 4X4 2.8 T,TOYOTA,2020,2020,Aprovado
65,2023-07-21,2023-07-24,RANGE ROVER SPORT HSE 2.0 SI4,LAND ROVER,2020,2020,Aprovado
96,2023-07-21,2023-07-21,Oroch Outsider 1.3 Turbo CVT - 2022/2023,Renault,2022,2023,Reprovado
2,2023-07-21,2023-07-24,XTZ 150 CROSSER S FLEX,YAMAHA,2022,2023,Aprovado
2,2023-07-21,2023-07-27,SOUL 1.6 Flex Mec,Kia Motors,2010,2011,Aprovado
2,2023-07-21,2023-07-24,AMAROK Trendline CD 2.0 16V TDI 4x4 Dies,VW - VolksWagen,2013,2014,Aprovado
2,2023-07-21,2023-07-24,ADV 150,Honda,2021,2022,Aprovado
2,2023-07-21,2023-07-21,EVS Work,Voltz,2022,2022,Aprovado
2,2023-07-21,2023-07-26,PCX 150 DLX,Honda,2019,2019,Aprovado
2,2023-07-21,2023-07-24,NXR 160 Bros ESDD FLEXone,Honda,2016,2016,Aprovado
2,2023-07-21,2023-07-24,XT 660 R,YAMAHA,2006,2006,Aprovado
2,2023-07-21,2023-07-24,Fox Comfortline 1.0 Flex 8V 5p,VW - VolksWagen,2014,2015,Aprovado
2,2023-07-21,2023-07-25,FZ25 250 FAZER FLEX,YAMAHA,2022,2022,Aprovado
2,2023-07-21,2023-07-24,CG 160 FAN Flex,Honda,2017,2018,Aprovado
2,2023-07-21,2023-07-24,NXR 160 Bros ESDD FLEXone,Honda,2015,2015,Aprovado
2,2023-07-21,2023-07-24,CG 160 TITAN FLEXone,Honda,2022,2023,Aprovado
2,2023-07-21,2023-07-24,Clio RN Exp 1.0 5p,Renault,2014,2014,Aprovado
61,2023-07-21,2023-07-24,"","","","",Aprovado
2,2023-07-21,2023-07-24,Grand Vitara 2.0 16V 5p Aut.,Suzuki,2010,2011,Aprovado
2,2023-07-21,2023-07-25,XVS 650 DRAG STAR,YAMAHA,2003,2004,Aprovado
2,2023-07-21,2023-07-24,ADV 150,Honda,2021,2022,Aprovado
2,2023-07-21,2023-07-24,CG 160 TITAN FLEXone,Honda,2023,2023,Reprovado
2,2023-07-21,2023-07-24,FZ15 150 FAZER FLEX,YAMAHA,2023,2023,Aprovado
2,2023-07-21,2023-07-25,FUSCA 1300,VW - VolksWagen,1972,1972,Aprovado
2,2023-07-21,2023-07-24,C3 Origine 1.5 Flex 8V 5p Mec.,Citroën,2013,2014,Aprovado
2,2023-07-21,2023-07-24,T-4 4x4 3.2 20V Tdi Cap. Rígida Diesel,Troller,2018,2018,Aprovado
57,2023-07-21,2023-07-22,FH 460 6X2T,VOLVO,2015,2016,Aprovado
2,2023-07-21,2023-07-24,NXR 160 Bros ESDD FLEXone,Honda,2020,2021,Aprovado
2,2023-07-21,2023-07-24,ROAD KING Classic,HARLEY-DAVIDSON,2011,2011,Aprovado
2,2023-07-21,2023-07-25,709 2p (diesel),Mercedes-Benz,1990,1990,Aprovado
2,2023-07-21,2023-07-24,ADV 150,Honda,2021,2021,Aprovado
2,2023-07-21,2023-07-24,CG 150 Start FLEXone,Honda,2015,2015,Aprovado
2,2023-07-21,2023-07-24,FZ25 250 FAZER FLEX,YAMAHA,2021,2022,Aprovado
2,2023-07-21,2023-07-28,Himalayan 411 EFI,Royal Enfield,2022,2023,Aprovado
2,2023-07-21,2023-07-21,CG 125 TITAN-ES,Honda,2002,2002,Aprovado
65,2023-07-21,2023-07-24,208 URBANTECH1.6 FLEX 16V,PEUGEOT,2017,2018,Aprovado
65,2023-07-21,2023-07-25,KA 1.0 SE/SE PLUS TICVT FLEX 5,FORD,2016,2016,Aprovado
65,2023-07-21,2023-07-21,COROLLA XEI 2.0 FLEX,TOYOTA,2011,2012,Aprovado
65,2023-07-21,2023-07-26,HILUX SW4 SRX 4X4 2.8 TDI 16V,TOYOTA,2022,2022,Aprovado
65,2023-07-21,2023-07-31,CAPTUR LIFE 1.6 16V FLEX 4P AU,RENAULT,2020,2021,Aprovado
2,2023-07-21,2023-07-24,UNO WAY 1.4 EVO Fire Flex 8V 5p,Fiat,2011,2012,Aprovado
65,2023-07-21,2023-08-01,FH-460 GLOBETROTTER 4X2 2P (DI,VOLVO,2023,2023,Aprovado
65,2023-07-21,2023-07-28,FH 13 460 GLOBETROTTER 6X2 (E5,VOLVO,2013,2013,Aprovado
2,2023-07-21,2023-07-24,VULCAN VN 900 CLASSIC,KAWASAKI,2013,2013,Aprovado
65,2023-07-21,2023-07-21,UNO ATTRACTIVE 1.0 EVO FIRE FL,FIAT,2021,2021,Aprovado
65,2023-07-21,2023-07-27,FIORINO ENDURANCE EVO 1.4 FLEX,FIAT,2021,2021,Aprovado
65,2023-07-21,2023-07-24,2008 GRIFFE 1.6 FLEX 16V 4P AU,PEUGEOT,2018,2018,Aprovado
2,2023-07-21,2023-07-24,CG 150 CARGO ESD FLEX,Honda,2013,2013,Aprovado
3,2023-07-21,2023-07-21,VW/26.260 CRM 6X2,VOLKSWAGEN,2023,2023,Aprovado
2,2023-07-21,2023-07-24,Fit EX 1.5 Flex Aut,Honda,2011,2012,Aprovado
2,2023-07-21,2023-07-24,NINJA 250R,KAWASAKI,2011,2011,Aprovado
2,2023-07-21,2023-07-22,CG 150 Start FLEXone,Honda,2015,2015,Aprovado
3,2023-07-21,2023-07-24,24.260 CRM 6X2,VOLKSWAGEN,2020,2021,Aprovado
3,2023-07-21,2023-07-24,24.260 CRM 6X2,VOLKSWAGEN,2022,2023,Aprovado
3,2023-07-21,2023-07-25,VW/18.260 CRM 4X2,VOLKSWAGEN,2023,2023,Aprovado
3,2023-07-21,2023-07-24,24.260 CRM 6X2,VOLKSWAGEN,2022,2023,Aprovado
2,2023-07-21,2023-07-24,KWID Intense 1.0 Flex 12V 5p Mec.,Renault,2019,2020,Aprovado
3,2023-07-21,2023-07-24,VW/SAVEIRO CS RB MPI,VOLKSWAGEN,2023,2023,Aprovado
2,2023-07-21,2023-07-24,up! 1.0 Total Flex 12V 5p,VW - VolksWagen,2019,2020,Aprovado
2,2023-07-21,2023-07-24,Saveiro TROOPER 1.6 Mi Total Flex 8V CE,VW - VolksWagen,2012,2013,Aprovado
2,2023-07-21,2023-07-24,CG 150 Start FLEXone,Honda,2015,2015,Aprovado
2,2023-07-21,2023-07-24,KWID Zen 1.0 Flex 12V 5p Mec.,Renault,2018,2019,Aprovado
3,2023-07-21,2023-07-25,24.260 CRM 6X2,VOLKSWAGEN,2022,2023,Aprovado
3,2023-07-21,2023-07-24,VW/26.260 CRM 6X2,VOLKSWAGEN,2023,2023,Aprovado
2,2023-07-21,2023-07-24,DIAVEL 1198 Dark,DUCATI,2015,2015,Aprovado
2,2023-07-21,2023-07-24,DL 650XT V-Strom,Suzuki,2018,2019,Aprovado
2,2023-07-21,2023-07-28,Strada Working HARD 1.4 Fire Flex 8V CS,Fiat,2019,2020,Aprovado
2,2023-07-21,2023-07-24,COMPASS LONGITUDE 2.0 4x2 Flex 16V Aut.,Jeep,2018,2018,Aprovado
3,2023-07-21,2023-07-24,31.330 CRC 6X4,VOLKSWAGEN,2022,2023,Aprovado
2,2023-07-21,2023-07-28,F 800 GS 798cc,BMW,2018,2018,Aprovado
53,2023-07-21,2023-07-31,"","","","",Aprovado
2,2023-07-21,2023-07-24,Sorento 3.5 V6 24V 278cv 4x2 Aut.,Kia Motors,2012,2012,Aprovado
2,2023-07-21,2023-07-25,HB20 C.Plus 1.0,Hyundai,2013,2014,Reprovado
2,2023-07-21,2023-07-24,Saveiro TROOPER 1.6 Mi Total Flex 8V CE,VW - VolksWagen,2010,2011,Aprovado
2,2023-07-21,2023-07-24,PCX 150,Honda,2020,2020,Aprovado
2,2023-07-21,2023-07-24,NXR 160 Bros ESDD FLEXone,Honda,2022,2022,Aprovado
2,2023-07-21,2023-07-24,Palio SPORTING 1.6 Flex 16V 5p,Fiat,2014,2015,Aprovado
2,2023-07-21,2023-07-24,XTZ 150 CROSSER S FLEX,YAMAHA,2019,2019,Aprovado
2,2023-07-21,2023-07-24,XRE 300 ABS,Honda,2015,2015,Aprovado
2,2023-07-21,2023-07-24,CG 150 FAN ESDi Flex,Honda,2014,2015,Aprovado
2,2023-07-21,2023-07-24,Bongo K-2500 2.5 4x2 TB Diesel,Kia Motors,2009,2009,Aprovado
2,2023-07-21,2023-07-26,CARGO 2628 E 6x4 T 3-Eixos 2p (diesel),Ford,2011,2012,Aprovado
3,2023-07-21,2023-07-21,Amarok CS S 4Motion 2.0 TDI Turbo Dies. 2P,VOLKSWAGEN,2018,2018,Reprovado
3,2023-07-21,2023-07-21,Amarok CS S 4Motion 2.0 TDI Turbo Dies. 2P,VOLKSWAGEN,2018,2018,Reprovado
2,2023-07-21,2023-07-24,BIZ 125 Flexone,Honda,2021,2022,Aprovado
2,2023-07-21,2023-07-24,ELITE 125,Honda,2020,2021,Aprovado
2,2023-07-21,2023-07-24,YBR 150 FACTOR ED,YAMAHA,2021,2022,Aprovado
2,2023-07-21,2023-07-24,Grand Siena TETRAFUEL 1.4 Evo F. Flex 8V,Fiat,2013,2014,Aprovado
65,2023-07-21,2023-07-26,HB20 COMFORT PLUS 1.0 FLEX,HYUNDAI,2015,2015,Reprovado
65,2023-07-21,2023-07-25,ZAFIRA ELEGANCE 2.0 MPFI FLEXP,GM - CHEVROLET,2008,2009,Aprovado
65,2023-07-21,2023-07-24,HILUX CD SRV 4X4 2.8 TDI DIESE,TOYOTA,2016,2016,Aprovado
65,2023-07-21,2023-07-25,UNO VIVACE 1.0 EVO FIRE FLEX,FIAT,2014,2014,Aprovado
65,2023-07-21,2023-07-25,POLO 1.6 MSI FLEX 16V,VOLKSWAGEN,2021,2022,Aprovado
65,2023-07-21,2023-07-27,VIRTUS HIGHLINE 200 TSI 1.0 FL,VOLKSWAGEN,2020,2020,Aprovado
65,2023-07-21,2023-07-25,24-220 WORKER TB,VOLKSWAGEN,2007,2008,Aprovado
2,2023-07-21,2023-07-24,CB 300R Flex,Honda,2014,2014,Aprovado
65,2023-07-21,2023-07-25,UNO MILLE ECONOMY 1.0 FLEX,FIAT,2010,2011,Aprovado
74,2023-07-21,2023-07-25,KICKS ADVANCE 1.6 16V FLEX AUT.,NISSAN,2022,2022,Reprovado
2,2023-07-21,2023-07-24,Toro Volcano 2.0 16V 4x4 TB Diesel Aut.,Fiat,2021,2022,Aprovado
2,2023-07-21,2023-07-24,XJ6 N,YAMAHA,2014,2015,Aprovado
61,2023-07-21,2023-07-31,"","","","",Aprovado
2,2023-07-21,2023-07-24,R 1250 GS Premium HP,BMW,2019,2020,Aprovado
2,2023-07-21,2023-07-24,YS 250 FAZER,YAMAHA,2012,2012,Aprovado
2,2023-07-21,2023-07-24,CG 160 TITAN FLEXone,Honda,2021,2022,Aprovado
2,2023-07-21,2023-07-21,INTRUDER 125,Suzuki,2008,2009,Aprovado
2,2023-07-21,2023-07-24,CG 160 Start,Honda,2016,2017,Aprovado
2,2023-07-21,2023-07-24,BIZ 125 ES Mix F.Injection,Honda,2012,2013,Aprovado
59,2023-07-21,2023-07-21,ONIX JOY,CHEVROLET,2020,2020,Aprovado
2,2023-07-21,2023-07-26,Ka 1.5 16V Flex 5p,Ford,2014,2015,Aprovado
2,2023-07-21,2023-07-24,NMAX 160,YAMAHA,2016,2017,Aprovado
2,2023-07-21,2023-07-24,TIGER 900 RALLY,TRIUMPH,2023,2023,Aprovado
2,2023-07-21,2023-07-25,XJ6 N,YAMAHA,2010,2010,Aprovado
2,2023-07-21,2023-07-26,Ka 1.0 SE TiVCT Flex 5p,Ford,2020,2020,Aprovado
2,2023-07-21,2023-07-24,CB 300R,Honda,2015,2015,Aprovado
2,2023-07-21,2023-07-24,AZERA GLS 3.3 V6 24V 4p Aut.,Hyundai,2010,2011,Aprovado
2,2023-07-21,2023-07-24,Z 900,KAWASAKI,2021,2021,Aprovado
2,2023-07-21,2023-07-31,Gol CL  1.6,VW - VolksWagen,1991,1992,Aprovado
2,2023-07-21,2023-07-24,HB20X Style 1.6 Flex 16v Mec.,Hyundai,2015,2016,Aprovado
2,2023-07-21,2023-07-21,CG 150 FAN ESi,Honda,2010,2010,Aprovado
2,2023-07-21,2023-07-24,FZ25 250 FAZER FLEX,YAMAHA,2020,2021,Aprovado
59,2023-07-21,2023-07-24,factor 150,YAMAHA,2020,2021,Aprovado
2,2023-07-21,2023-07-24,CG 160 FAN Flex,Honda,2022,2023,Aprovado
2,2023-07-21,2023-07-24,FAT BOY,HARLEY-DAVIDSON,2011,2012,Aprovado
2,2023-07-21,2023-07-26,MONTANA 1.8,GM - Chevrolet,2006,2006,Aprovado
67,2023-07-21,2023-07-21,"","","","",Aprovado
2,2023-07-21,2023-07-24,L200 Triton HPE 3.2 CD TB Int.Diesel Aut,Mitsubishi,2017,2017,Aprovado
65,2023-07-21,2023-07-24,SANTA FE GLS 3.3 V6 4X4 TIPTRO,HYUNDAI,2013,2014,Aprovado
65,2023-07-21,2023-07-24,S 10 PICK-UP LT 2.8 CD 4X4 TDI,GM - CHEVROLET,2013,2014,Aprovado
65,2023-07-21,2023-07-24,MONTANA PREMIER 1.2 TURBO FLEX,GM - CHEVROLET,2023,2023,Aprovado
65,2023-07-21,2023-07-25,A1 SPORTBACK 1.4 TFSI 122CV S-,AUDI,2016,2016,Reprovado
2,2023-07-21,2023-07-26,Fiesta Personnalité 1.0 8V 66cv 5p,Ford,2003,2003,Aprovado
65,2023-07-21,2023-07-24,JETTA 2.0 TSI TIPTRONIC,VOLKSWAGEN,2011,2011,Aprovado
65,2023-07-21,2023-07-26,AMAROK HIGHLINE CD 3.0 4X4 TB,VOLKSWAGEN,2021,2022,Reprovado
65,2023-07-21,2023-07-27,SIENA EX 1.0 FIRE,FIAT,2007,2008,Reprovado
2,2023-07-21,2023-07-27,XY 125 JET,SHINERAY,2021,2022,Aprovado
2,2023-07-21,2023-07-24,YS 150 Fazer SED,YAMAHA,2020,2021,Aprovado
2,2023-07-21,2023-07-24,CG 160 TITAN FLEXone,Honda,2017,2017,Aprovado
2,2023-07-21,2023-07-21,CG 150 Start FLEXone,Honda,2015,2015,Aprovado
2,2023-07-21,2023-07-24,COOPER S 2.0 Turbo 16v Aut.,MINI,2018,2019,Aprovado
2,2023-07-21,2023-07-24,TIGER 1200 RALLY PRO,TRIUMPH,2022,2022,Aprovado
2,2023-07-21,2023-07-26,Master 2.3 dCi Furgão 16V Diesel,Renault,2017,2018,Aprovado
2,2023-07-21,2023-07-26,NMAX 160,YAMAHA,2021,2021,Aprovado
96,2023-07-21,2023-07-21,Oroch Outsider 1.3 Turbo CVT - 2022/2023,Renault,2022,2023,Aprovado
2,2023-07-21,2023-07-24,YBR 150 FACTOR ED,YAMAHA,2021,2022,Aprovado
2,2023-07-21,2023-07-24,Hilux CD SRV 4x4 2.8 TDI Diesel Aut.,Toyota,2016,2017,Aprovado
2,2023-07-21,2023-07-24,CG 160 Cargo,Honda,2022,2023,Aprovado
2,2023-07-21,2023-07-24,Hilux CD SRX 4x4 2.8 TDI 16V Diesel Aut.,Toyota,2017,2017,Aprovado
2,2023-07-21,2023-07-24,YS 250 FAZER,YAMAHA,2011,2012,Aprovado
2,2023-07-21,2023-07-24,CITY Sedan LX 1.5 Flex 16V 4p Mec.,Honda,2012,2013,Aprovado
2,2023-07-21,2023-07-24,NXR 160 Bros ESDD FLEXone,Honda,2023,2023,Aprovado
2,2023-07-21,2023-07-24,G 650 GS,BMW,2014,2014,Aprovado
2,2023-07-21,2023-07-24,CG 150 FAN ESDi,Honda,2013,2014,Aprovado
2,2023-07-21,2023-07-24,Classic LS 1.0 VHC FlexPower 4p,GM - Chevrolet,2012,2012,Aprovado
2,2023-07-21,2023-07-24,DUSTER Dynamique 2.0  Hi-Flex 16V Aut.,Renault,2016,2016,Aprovado
2,2023-07-21,2023-07-21,VT 600 C SHADOW,Honda,1997,1998,Aprovado
2,2023-07-21,2023-07-24,NMAX 160,YAMAHA,2021,2022,Aprovado
2,2023-07-21,2023-07-24,Hilux CD SRV D4-D 4x4 3.0 TDI Diesel Aut,Toyota,2014,2015,Aprovado
53,2023-07-21,2023-07-21,"","","","",Aprovado
2,2023-07-21,2023-07-24,CG 160 Start,Honda,2023,2023,Aprovado
2,2023-07-21,2023-07-24,C3 Excl. 1.6 VTi Flex Start 16V 5p Aut.,Citroën,2013,2013,Aprovado
96,2023-07-21,2023-07-21,Oroch Outsider 1.3 Turbo CVT - 2022/2023,Renault,2022,2023,Reprovado
2,2023-07-21,2023-07-24,XT 660 R,YAMAHA,2011,2012,Aprovado
